120 - don quixote of la mancha
2 - had been offered to him
2 - had been the enchanter and
2 - had been turned into a
2 - had by this time come
2 - had by this time made
2 - had cleared the wood and
2 - had come in search of
2 - had come near enough to
2 - had enough to do to
2 - had given his word was
2 - had got out of the
2 - had happened to him in
2 - had he not been prevented
2 - had himself dubbed a knight
2 - had i not seen it
2 - had in the braying adventure
2 - had in the terrible and
2 - had made a beginning with
2 - had made an arrangement with
2 - had no wish to go
2 - had not been dubbed a
2 - had not dragged him off
2 - had nothing for it but
2 - had of the lady dulcinea
2 - had passed between him and
2 - had read the first part
2 - had seen in the cave
2 - had to say in answer
2 - had with certain skins of
2 - had with don quixote about
2 - had with don quixote niece
2 - had with the car or
2 - had with the goatherd together
2 - half of it is wanting
2 - hand and go about the
2 - hand be it to guide
2 - hand is better than a
2 - hand of dame as served
2 - hand upon his sword and
2 - happened don quixote in the
2 - happened don quixote on entering
2 - happened don quixote on his
2 - happened in the case of
2 - happened me since i left
2 - happened sancho in making the
2 - happened to come by a
2 - happened to our invincible knight
2 - happened to our knight when
2 - happened to the ingenious gentleman
2 - happened to the stout knight
2 - happily achieved adventure of the
2 - happy the age happy the
2 - happy thou above all the
2 - has been already said was
2 - has been asked of her
2 - has been pleased to bestow
2 - has fallen to my lot
2 - has happened me since i
2 - has it read to him
2 - has nothing more to desire
2 - has read the first part
2 - has something good in it
2 - has sworn falsely and by
2 - hast not spoken to her
2 - hast so much art thou
2 - hast thou ever seen or
2 - hast thou not just now
2 - have a care for your
2 - have a care what thou
2 - have a great deal to
2 - have a wife and children
2 - have anything to do with
2 - have been any knights errant
2 - have been born in this
2 - have been glad had it
2 - have been glad if the
2 - have been impossible for him
2 - have been impossible for me
2 - have done so had not
2 - have ended in a point
2 - have fallen to the ground
2 - have heard it said sancho
2 - have heard your worship say
2 - have i not told thee
2 - have i to do with
2 - have it copied on paper
2 - have it here in my
2 - have liked or as he
2 - have made up my mind
2 - have me rob thee of
2 - have neither head nor tail
2 - have neither profession nor property
2 - have never in my life
2 - have no will but yours
2 - have nothing more to do
2 - have nothing to do but
2 - have to reckon with me
2 - have to sweat for it
2 - have to tell you that
2 - he as soon as he
2 - he asked him what he
2 - he began to bray so
2 - he began to utter such
2 - he brought to a happy
2 - he came to the ground
2 - he came up to the
2 - he could neither move nor
2 - he could not fail to
2 - he could not read he
2 - he cut a couple of
2 - he did not choose to
2 - he did not come out
2 - he did not conclude as
2 - he entered his own village
2 - he exclaimed thanks be to
2 - he fell out with certain
2 - he felt as if he
2 - he gave her to become
2 - he goes on to say
2 - he had by this time
2 - he had given his word
2 - he had imposed upon himself
2 - he had in his house
2 - he had made a beginning
2 - he had made an end
2 - he had never been able
2 - he had never read of
2 - he had never seen a
2 - he had never seen any
2 - he had not been dubbed
2 - he had not gone a
2 - he had of the lady
2 - he had read in his
2 - he had said before and
2 - he had thrown himself and
2 - he had to say in
2 - he has in his forehead
2 - he has sworn falsely and
2 - he is in his senses
2 - he live a thousand years
2 - he looked as if he
2 - he made a beginning in
2 - he made and how he
2 - he may be able to
2 - he might be able to
2 - he not been prevented by
2 - he of the grove i
2 - he of the grove if
2 - he prided himself on being
2 - he raised his head and
2 - he raised his voice to
2 - he reaches the point of
2 - he reads them with attention
2 - he rode out of the
2 - he said to don quixote
2 - he said to her in
2 - he said to him as
2 - he said to him in
2 - he said to him look
2 - he said to himself it
2 - he said to himself that
2 - he said to his squire
2 - he said to sancho sancho
2 - he sat down on the
2 - he saw in the profound
2 - he seemed to pluck up
2 - he seemed to them a
2 - he set out to govern
2 - he spoke in such a
2 - he stretched himself upon the
2 - he thought it best to
2 - he told him not to
2 - he told me he did
2 - he told them how he
2 - he took him for a
2 - he took his leave of
2 - he took out of his
2 - he took to his heels
2 - he was a man of
2 - he was a very great
2 - he was able to do
2 - he was able to see
2 - he was about to read
2 - he was determined not to
2 - he was dressed in a
2 - he was going to die
2 - he was going to give
2 - he was in his senses
2 - he was leading in the
2 - he was not at all
2 - he was not in a
2 - he was one of the
2 - he was quite right in
2 - he was stopped by a
2 - he was unable to restrain
2 - he was unable to utter
2 - he went and knelt before
2 - he went at once to
2 - he went his way and
2 - he went on his knees
2 - he who binds does not
2 - he who does not know
2 - he who has it read
2 - he who is so of
2 - he who reads them will
2 - he who reads will see
2 - he would do so and
2 - he would have given him
2 - he would have liked or
2 - he would like to know
2 - he would not on any
2 - head a montera of green
2 - head bent down upon his
2 - head of the giant and
2 - head together with other trivial
2 - heard it said sancho that
2 - heard the curate of our
2 - hearing this don quixote said
2 - hearing this one of the
2 - heart of la mancha which
2 - heart said don quixote and
2 - heat or cold hunger or
2 - held together with other incidents
2 - held with his master and
2 - held with sancho panza well
2 - helmet and the pack saddle
2 - helmet together with other things
2 - helped him to mount rocinante
2 - her and would have done
2 - her arm round my neck
2 - her as if she were
2 - her be who she may
2 - her damsels held with sancho
2 - her for a wife but
2 - her hair gathered into a
2 - her how your worship was
2 - her in her own proper
2 - her in his own language
2 - her marvellous and memorable story
2 - her to a seat beside
2 - her to be what thou
2 - her to become her husband
2 - her what it was she
2 - here are my two reals
2 - here sancho said don quixote
2 - here to day to morrow
2 - heroic and prodigious battle don
2 - highest point which the unexampled
2 - hills of ubeda the duchess
2 - him an account of the
2 - him and hastened to the
2 - him and set him down
2 - him and taking his hand
2 - him and then at last
2 - him as a man of
2 - him as for the showers
2 - him at the same time
2 - him but for all that
2 - him by the arm he
2 - him can you tell me
2 - him don quixote did so
2 - him don quixote when he
2 - him down as one of
2 - him for some time he
2 - him for there would be
2 - him he must be a
2 - him he told him he
2 - him he was quite right
2 - him in such a way
2 - him in the course of
2 - him in the midst of
2 - him it seems to me
2 - him no more harm than
2 - him not to be uneasy
2 - him on the contrary he
2 - him out something to eat
2 - him that he did not
2 - him that he had not
2 - him the knight of the
2 - him to come with them
2 - him to effect his purpose
2 - him to return to his
2 - him to the ground and
2 - him to wait for him
2 - him what he was painting
2 - him what his name was
2 - him who had been the
2 - him with a dead body
2 - him would not have known
2 - himself as well as he
2 - himself at the foot of
2 - himself at the head of
2 - himself firmly in his stirrups
2 - himself in a way that
2 - himself in his stirrups and
2 - himself in the midst of
2 - himself in with him in
2 - his advice as to the
2 - his ape were together with
2 - his behalf to his lady
2 - his beloved dulcinea del toboso
2 - his censurer with other incidents
2 - his cloak with the beggar
2 - his feet out of the
2 - his good or evil fortunes
2 - his government and of the
2 - his hand on his sword
2 - his hands for the favour
2 - his head a montera of
2 - his head bent down upon
2 - his head out of the
2 - his heart to his lady
2 - his horse and with great
2 - his housekeeper and his niece
2 - his ill luck and hard
2 - his imitation of the penance
2 - his island and of how
2 - his knees before him and
2 - his leave of him and
2 - his master and of the
2 - his master had promised him
2 - his master making him believe
2 - his master your worship will
2 - his might with roland prove
2 - his misfortune he took to
2 - his niece and housekeeper and
2 - his niece and housekeeper one
2 - his niece and the housekeeper
2 - his nose and as soon
2 - his own village and other
2 - his pike to the slope
2 - his promise to become my
2 - his singing the abbot gets
2 - his sins and for his
2 - his squire sancho on the
2 - his story saying that the
2 - his teeth in blood the
2 - his village for a year
2 - his way to see his
2 - his wife teresa panza and
2 - his word was running its
2 - histories of the knights errant
2 - hit the truth in every
2 - hold her to be what
2 - hold in the name of
2 - hold of him by the
2 - holy brotherhood and of the
2 - honest fellow and a good
